python: can't open file 'train_ma.py': [Errno 2] No such file or directory
Generating 1 envs per character matchup:
hello
hello

Duel: ego=2timescale(Guile, head=0) vs adv=2timescale(Ryu, head=0)  matchup=GuileVsRyu  rounds=100
Recording duel video to: main/videos/duel_2timescale_Guile_vs_2timescale_Ryu.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 99/100: ego_won=False  ego_hp=53  adv_hp=123
  round 100/100: ego_won=False  ego_hp=176  adv_hp=176
final: ego_win_rate=0.3300  (33/100)  matchup=VegaVsSagat

Duel: ego=2timescale(Vega, head=16) vs adv=2timescale(Ken, head=8)  matchup=VegaVsKen  rounds=100
Recording duel video to: main/videos/duel_2timescale_Vega_vs_2timescale_Ken.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=True  ego_hp=176  adv_hp=159
  round 2/100: ego_won=True  ego_hp=176  adv_hp=120
  round 3/100: ego_won=True  ego_hp=176  adv_hp=120
  round 4/100: ego_won=True  ego_hp=176  adv_hp=127
  round 5/100: ego_won=True  ego_hp=176  adv_hp=127
  round 6/100: ego_won=True  ego_hp=176  adv_hp=159
  round 7/100: ego_won=True  ego_hp=176  adv_hp=154
  round 8/100: ego_won=True  ego_hp=176  adv_hp=159
  round 9/100: ego_won=True  ego_hp=176  adv_hp=95
  round 10/100: ego_won=True  ego_hp=176  adv_hp=159
  round 11/100: ego_won=True  ego_hp=176  adv_hp=159
  round 12/100: ego_won=True  ego_hp=176  adv_hp=159
  round 13/100: ego_won=True  ego_hp=176  adv_hp=137
  round 14/100: ego_won=True  ego_hp=176  adv_hp=159
  round 15/100: ego_won=True  ego_hp=176  adv_hp=137
  round 16/100: ego_won=True  ego_hp=176  adv_hp=159
  round 17/100: ego_won=True  ego_hp=176  adv_hp=159
  round 18/100: ego_won=False  ego_hp=143  adv_hp=176
  round 19/100: ego_won=True  ego_hp=176  adv_hp=159
  round 20/100: ego_won=True  ego_hp=176  adv_hp=94
  round 21/100: ego_won=True  ego_hp=176  adv_hp=159
  round 22/100: ego_won=True  ego_hp=176  adv_hp=159
  round 23/100: ego_won=False  ego_hp=147  adv_hp=149
  round 24/100: ego_won=True  ego_hp=147  adv_hp=117
  round 25/100: ego_won=True  ego_hp=176  adv_hp=159
  round 26/100: ego_won=False  ego_hp=118  adv_hp=159
  round 27/100: ego_won=True  ego_hp=176  adv_hp=159
  round 28/100: ego_won=True  ego_hp=176  adv_hp=145
  round 29/100: ego_won=True  ego_hp=176  adv_hp=159
  round 30/100: ego_won=True  ego_hp=171  adv_hp=142
  round 31/100: ego_won=False  ego_hp=147  adv_hp=159
  round 32/100: ego_won=False  ego_hp=117  adv_hp=120
  round 33/100: ego_won=True  ego_hp=176  adv_hp=159
  round 34/100: ego_won=True  ego_hp=176  adv_hp=137
  round 35/100: ego_won=True  ego_hp=176  adv_hp=159
  round 36/100: ego_won=True  ego_hp=176  adv_hp=139
  round 37/100: ego_won=True  ego_hp=176  adv_hp=137
  round 38/100: ego_won=True  ego_hp=176  adv_hp=159
  round 39/100: ego_won=True  ego_hp=176  adv_hp=159
  round 40/100: ego_won=True  ego_hp=147  adv_hp=61
  round 41/100: ego_won=False  ego_hp=143  adv_hp=176
  round 42/100: ego_won=True  ego_hp=176  adv_hp=137
  round 43/100: ego_won=True  ego_hp=176  adv_hp=137
  round 44/100: ego_won=True  ego_hp=176  adv_hp=159
  round 45/100: ego_won=False  ego_hp=176  adv_hp=176
  round 46/100: ego_won=False  ego_hp=147  adv_hp=159
  round 47/100: ego_won=True  ego_hp=176  adv_hp=159
  round 48/100: ego_won=True  ego_hp=146  adv_hp=115
  round 49/100: ego_won=True  ego_hp=176  adv_hp=137
  round 50/100: ego_won=False  ego_hp=145  adv_hp=176
  round 51/100: ego_won=True  ego_hp=176  adv_hp=95
  round 52/100: ego_won=False  ego_hp=143  adv_hp=176
  round 53/100: ego_won=True  ego_hp=176  adv_hp=127
  round 54/100: ego_won=True  ego_hp=176  adv_hp=159
  round 55/100: ego_won=True  ego_hp=147  adv_hp=122
  round 56/100: ego_won=True  ego_hp=176  adv_hp=159
  round 57/100: ego_won=False  ego_hp=143  adv_hp=176
  round 58/100: ego_won=True  ego_hp=176  adv_hp=159
  round 59/100: ego_won=True  ego_hp=176  adv_hp=137
  round 60/100: ego_won=True  ego_hp=176  adv_hp=127
  round 61/100: ego_won=True  ego_hp=176  adv_hp=159
  round 62/100: ego_won=True  ego_hp=176  adv_hp=137
  round 63/100: ego_won=True  ego_hp=176  adv_hp=137
  round 64/100: ego_won=True  ego_hp=147  adv_hp=137
  round 65/100: ego_won=False  ego_hp=147  adv_hp=159
  round 66/100: ego_won=True  ego_hp=176  adv_hp=159
  round 67/100: ego_won=True  ego_hp=176  adv_hp=159
  round 68/100: ego_won=False  ego_hp=143  adv_hp=176
  round 69/100: ego_won=True  ego_hp=176  adv_hp=142
  round 70/100: ego_won=True  ego_hp=176  adv_hp=95
  round 71/100: ego_won=True  ego_hp=176  adv_hp=159
  round 72/100: ego_won=False  ego_hp=147  adv_hp=159
  round 73/100: ego_won=True  ego_hp=176  adv_hp=127
  round 74/100: ego_won=False  ego_hp=143  adv_hp=159
  round 75/100: ego_won=False  ego_hp=143  adv_hp=176
  round 76/100: ego_won=True  ego_hp=176  adv_hp=137
  round 77/100: ego_won=True  ego_hp=176  adv_hp=104
  round 78/100: ego_won=True  ego_hp=176  adv_hp=137
  round 79/100: ego_won=True  ego_hp=176  adv_hp=120
  round 80/100: ego_won=False  ego_hp=143  adv_hp=176
  round 81/100: ego_won=True  ego_hp=176  adv_hp=122
  round 82/100: ego_won=True  ego_hp=147  adv_hp=137
  round 83/100: ego_won=False  ego_hp=147  adv_hp=159
  round 84/100: ego_won=True  ego_hp=176  adv_hp=159
  round 85/100: ego_won=True  ego_hp=176  adv_hp=137
  round 86/100: ego_won=True  ego_hp=147  adv_hp=117
  round 87/100: ego_won=False  ego_hp=147  adv_hp=159
  round 88/100: ego_won=True  ego_hp=176  adv_hp=137
  round 89/100: ego_won=True  ego_hp=176  adv_hp=159
  round 90/100: ego_won=True  ego_hp=176  adv_hp=117
  round 91/100: ego_won=False  ego_hp=143  adv_hp=176
  round 92/100: ego_won=True  ego_hp=176  adv_hp=159
  round 93/100: ego_won=True  ego_hp=147  adv_hp=117
  round 94/100: ego_won=True  ego_hp=176  adv_hp=137
  round 95/100: ego_won=True  ego_hp=176  adv_hp=159
  round 96/100: ego_won=False  ego_hp=117  adv_hp=176
  round 97/100: ego_won=True  ego_hp=176  adv_hp=106
  round 98/100: ego_won=False  ego_hp=143  adv_hp=176
  round 99/100: ego_won=True  ego_hp=176  adv_hp=159
  round 100/100: ego_won=True  ego_hp=176  adv_hp=137
final: ego_win_rate=0.7800  (78/100)  matchup=VegaVsKen

Duel: ego=2timescale(Vega, head=18) vs adv=2timescale(Dhalsim, head=9)  matchup=VegaVsDhalsim  rounds=100
Recording duel video to: main/videos/duel_2timescale_Vega_vs_2timescale_Dhalsim.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=True  ego_hp=63  adv_hp=-1
  round 2/100: ego_won=True  ego_hp=9  adv_hp=-1
  round 3/100: ego_won=True  ego_hp=97  adv_hp=-1
  round 4/100: ego_won=True  ego_hp=3  adv_hp=-1
  round 5/100: ego_won=True  ego_hp=77  adv_hp=57
  round 6/100: ego_won=True  ego_hp=57  adv_hp=-1
  round 7/100: ego_won=True  ego_hp=30  adv_hp=-1
  round 8/100: ego_won=True  ego_hp=104  adv_hp=-1
  round 9/100: ego_won=True  ego_hp=0  adv_hp=-1
  round 10/100: ego_won=True  ego_hp=7  adv_hp=-1
  round 11/100: ego_won=True  ego_hp=32  adv_hp=-1
  round 12/100: ego_won=True  ego_hp=42  adv_hp=-1
  round 13/100: ego_won=True  ego_hp=100  adv_hp=-1
  round 14/100: ego_won=True  ego_hp=24  adv_hp=-1
  round 15/100: ego_won=True  ego_hp=59  adv_hp=27
  round 16/100: ego_won=True  ego_hp=19  adv_hp=1
  round 17/100: ego_won=False  ego_hp=-1  adv_hp=1
  round 18/100: ego_won=True  ego_hp=33  adv_hp=-1
  round 19/100: ego_won=True  ego_hp=85  adv_hp=-1
  round 20/100: ego_won=True  ego_hp=34  adv_hp=-1
  round 21/100: ego_won=True  ego_hp=12  adv_hp=-1
  round 22/100: ego_won=True  ego_hp=12  adv_hp=-1
  round 23/100: ego_won=True  ego_hp=9  adv_hp=-1
  round 24/100: ego_won=True  ego_hp=3  adv_hp=-1
  round 25/100: ego_won=True  ego_hp=59  adv_hp=-1
  round 26/100: ego_won=False  ego_hp=-1  adv_hp=0
  round 27/100: ego_won=True  ego_hp=113  adv_hp=-1
  round 28/100: ego_won=True  ego_hp=12  adv_hp=-1
  round 29/100: ego_won=True  ego_hp=100  adv_hp=4
  round 30/100: ego_won=True  ego_hp=57  adv_hp=-1
  round 31/100: ego_won=True  ego_hp=51  adv_hp=-1
  round 32/100: ego_won=True  ego_hp=24  adv_hp=-1
  round 33/100: ego_won=True  ego_hp=9  adv_hp=-1
  round 34/100: ego_won=True  ego_hp=109  adv_hp=-1
  round 35/100: ego_won=False  ego_hp=-1  adv_hp=35
  round 36/100: ego_won=True  ego_hp=12  adv_hp=-1
  round 37/100: ego_won=False  ego_hp=-1  adv_hp=8
  round 38/100: ego_won=True  ego_hp=21  adv_hp=-1
  round 39/100: ego_won=False  ego_hp=-1  adv_hp=21
  round 40/100: ego_won=True  ego_hp=11  adv_hp=-1
  round 41/100: ego_won=True  ego_hp=60  adv_hp=-1
  round 42/100: ego_won=True  ego_hp=25  adv_hp=-1
  round 43/100: ego_won=True  ego_hp=11  adv_hp=-1
  round 44/100: ego_won=True  ego_hp=69  adv_hp=-1
  round 45/100: ego_won=True  ego_hp=18  adv_hp=-1
  round 46/100: ego_won=True  ego_hp=16  adv_hp=-1
  round 47/100: ego_won=True  ego_hp=25  adv_hp=-1
  round 48/100: ego_won=True  ego_hp=39  adv_hp=1
  round 49/100: ego_won=True  ego_hp=100  adv_hp=-1
  round 50/100: ego_won=False  ego_hp=-1  adv_hp=27
  round 51/100: ego_won=True  ego_hp=50  adv_hp=-1
  round 52/100: ego_won=True  ego_hp=66  adv_hp=-1
  round 53/100: ego_won=True  ego_hp=64  adv_hp=-1
  round 54/100: ego_won=True  ego_hp=25  adv_hp=-1
  round 55/100: ego_won=True  ego_hp=29  adv_hp=-1
  round 56/100: ego_won=False  ego_hp=-1  adv_hp=1
  round 57/100: ego_won=True  ego_hp=7  adv_hp=-1
  round 58/100: ego_won=True  ego_hp=85  adv_hp=-1
  round 59/100: ego_won=True  ego_hp=3  adv_hp=-1
  round 60/100: ego_won=False  ego_hp=-1  adv_hp=30
  round 61/100: ego_won=True  ego_hp=4  adv_hp=-1
  round 62/100: ego_won=True  ego_hp=124  adv_hp=-1
  round 63/100: ego_won=True  ego_hp=44  adv_hp=-1
  round 64/100: ego_won=True  ego_hp=105  adv_hp=62
  round 65/100: ego_won=False  ego_hp=-1  adv_hp=8
  round 66/100: ego_won=True  ego_hp=102  adv_hp=-1
  round 67/100: ego_won=False  ego_hp=15  adv_hp=19
  round 68/100: ego_won=True  ego_hp=101  adv_hp=-1
  round 69/100: ego_won=True  ego_hp=47  adv_hp=-1
  round 70/100: ego_won=True  ego_hp=176  adv_hp=153
  round 71/100: ego_won=False  ego_hp=-1  adv_hp=4
  round 72/100: ego_won=False  ego_hp=-1  adv_hp=81
  round 73/100: ego_won=False  ego_hp=-1  adv_hp=21
  round 74/100: ego_won=True  ego_hp=114  adv_hp=-1
  round 75/100: ego_won=True  ego_hp=11  adv_hp=-1
  round 76/100: ego_won=True  ego_hp=18  adv_hp=-1
  round 77/100: ego_won=True  ego_hp=79  adv_hp=-1
  round 78/100: ego_won=True  ego_hp=21  adv_hp=-1
  round 79/100: ego_won=True  ego_hp=32  adv_hp=-1
  round 80/100: ego_won=True  ego_hp=74  adv_hp=-1
  round 81/100: ego_won=True  ego_hp=99  adv_hp=-1
  round 82/100: ego_won=True  ego_hp=7  adv_hp=-1
  round 83/100: ego_won=True  ego_hp=24  adv_hp=5
  round 84/100: ego_won=False  ego_hp=-1  adv_hp=37
  round 85/100: ego_won=True  ego_hp=94  adv_hp=37
  round 86/100: ego_won=True  ego_hp=31  adv_hp=-1
  round 87/100: ego_won=True  ego_hp=134  adv_hp=-1
  round 88/100: ego_won=False  ego_hp=-1  adv_hp=10
  round 89/100: ego_won=True  ego_hp=28  adv_hp=-1
  round 90/100: ego_won=True  ego_hp=53  adv_hp=-1
  round 91/100: ego_won=True  ego_hp=82  adv_hp=-1
  round 92/100: ego_won=False  ego_hp=-1  adv_hp=61
  round 93/100: ego_won=True  ego_hp=73  adv_hp=-1
  round 94/100: ego_won=True  ego_hp=104  adv_hp=37
  round 95/100: ego_won=True  ego_hp=9  adv_hp=-1
  round 96/100: ego_won=False  ego_hp=-1  adv_hp=42
  round 97/100: ego_won=True  ego_hp=149  adv_hp=-1
  round 98/100: ego_won=True  ego_hp=5  adv_hp=-1
  round 99/100: ego_won=False  ego_hp=-1  adv_hp=0
  round 100/100: ego_won=True  ego_hp=0  adv_hp=-1
final: ego_win_rate=0.8200  (82/100)  matchup=VegaVsDhalsim

Duel: ego=2timescale(Vega, head=20) vs adv=2timescale(Balrog, head=10)  matchup=VegaVsBalrog  rounds=100
Recording duel video to: main/videos/duel_2timescale_Vega_vs_2timescale_Balrog.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=176  adv_hp=176
  round 2/100: ego_won=False  ego_hp=176  adv_hp=176
  round 3/100: ego_won=False  ego_hp=176  adv_hp=176
  round 4/100: ego_won=False  ego_hp=176  adv_hp=176
  round 5/100: ego_won=False  ego_hp=176  adv_hp=176
  round 6/100: ego_won=False  ego_hp=176  adv_hp=176
  round 7/100: ego_won=False  ego_hp=176  adv_hp=176
  round 8/100: ego_won=False  ego_hp=176  adv_hp=176
  round 9/100: ego_won=False  ego_hp=170  adv_hp=176
  round 10/100: ego_won=False  ego_hp=176  adv_hp=176
  round 11/100: ego_won=False  ego_hp=176  adv_hp=176
  round 12/100: ego_won=False  ego_hp=176  adv_hp=176
  round 13/100: ego_won=False  ego_hp=176  adv_hp=176
  round 14/100: ego_won=False  ego_hp=176  adv_hp=176
  round 15/100: ego_won=False  ego_hp=176  adv_hp=176
  round 16/100: ego_won=False  ego_hp=176  adv_hp=176
  round 17/100: ego_won=False  ego_hp=176  adv_hp=176
  round 18/100: ego_won=False  ego_hp=176  adv_hp=176
  round 19/100: ego_won=False  ego_hp=176  adv_hp=176
  round 20/100: ego_won=True  ego_hp=176  adv_hp=154
  round 21/100: ego_won=False  ego_hp=176  adv_hp=176
  round 22/100: ego_won=False  ego_hp=176  adv_hp=176
  round 23/100: ego_won=False  ego_hp=176  adv_hp=176
  round 24/100: ego_won=False  ego_hp=176  adv_hp=176
  round 25/100: ego_won=False  ego_hp=176  adv_hp=176
  round 26/100: ego_won=False  ego_hp=176  adv_hp=176
  round 27/100: ego_won=False  ego_hp=176  adv_hp=176
  round 28/100: ego_won=False  ego_hp=176  adv_hp=176
  round 29/100: ego_won=False  ego_hp=176  adv_hp=176
  round 30/100: ego_won=False  ego_hp=176  adv_hp=176
  round 31/100: ego_won=False  ego_hp=176  adv_hp=176
  round 32/100: ego_won=False  ego_hp=176  adv_hp=176
  round 33/100: ego_won=False  ego_hp=176  adv_hp=176
  round 34/100: ego_won=False  ego_hp=176  adv_hp=176
  round 35/100: ego_won=False  ego_hp=176  adv_hp=176
  round 36/100: ego_won=False  ego_hp=176  adv_hp=176
  round 37/100: ego_won=False  ego_hp=176  adv_hp=176
  round 38/100: ego_won=False  ego_hp=176  adv_hp=176
  round 39/100: ego_won=False  ego_hp=176  adv_hp=176
  round 40/100: ego_won=False  ego_hp=176  adv_hp=176
  round 41/100: ego_won=False  ego_hp=176  adv_hp=176
  round 42/100: ego_won=False  ego_hp=176  adv_hp=176
  round 43/100: ego_won=False  ego_hp=176  adv_hp=176
  round 44/100: ego_won=False  ego_hp=176  adv_hp=176
  round 45/100: ego_won=False  ego_hp=176  adv_hp=176
  round 46/100: ego_won=False  ego_hp=176  adv_hp=176
  round 47/100: ego_won=False  ego_hp=176  adv_hp=176
  round 48/100: ego_won=False  ego_hp=176  adv_hp=176
  round 49/100: ego_won=False  ego_hp=176  adv_hp=176
  round 50/100: ego_won=False  ego_hp=170  adv_hp=176
  round 51/100: ego_won=True  ego_hp=170  adv_hp=132
  round 52/100: ego_won=False  ego_hp=176  adv_hp=176
  round 53/100: ego_won=False  ego_hp=176  adv_hp=176
  round 54/100: ego_won=False  ego_hp=176  adv_hp=176
  round 55/100: ego_won=False  ego_hp=176  adv_hp=176
  round 56/100: ego_won=False  ego_hp=176  adv_hp=176
  round 57/100: ego_won=False  ego_hp=176  adv_hp=176
  round 58/100: ego_won=False  ego_hp=176  adv_hp=176
  round 59/100: ego_won=False  ego_hp=176  adv_hp=176
  round 60/100: ego_won=True  ego_hp=176  adv_hp=154
  round 61/100: ego_won=False  ego_hp=176  adv_hp=176
  round 62/100: ego_won=False  ego_hp=176  adv_hp=176
  round 63/100: ego_won=False  ego_hp=176  adv_hp=176
  round 64/100: ego_won=False  ego_hp=176  adv_hp=176
  round 65/100: ego_won=True  ego_hp=158  adv_hp=154
  round 66/100: ego_won=False  ego_hp=176  adv_hp=176
  round 67/100: ego_won=False  ego_hp=176  adv_hp=176
  round 68/100: ego_won=False  ego_hp=176  adv_hp=176
  round 69/100: ego_won=False  ego_hp=176  adv_hp=176
  round 70/100: ego_won=False  ego_hp=176  adv_hp=176
  round 71/100: ego_won=False  ego_hp=176  adv_hp=176
  round 72/100: ego_won=False  ego_hp=176  adv_hp=176
  round 73/100: ego_won=False  ego_hp=176  adv_hp=176
  round 74/100: ego_won=False  ego_hp=176  adv_hp=176
  round 75/100: ego_won=False  ego_hp=149  adv_hp=154
  round 76/100: ego_won=False  ego_hp=176  adv_hp=176
  round 77/100: ego_won=False  ego_hp=176  adv_hp=176
  round 78/100: ego_won=False  ego_hp=176  adv_hp=176
  round 79/100: ego_won=False  ego_hp=176  adv_hp=176
  round 80/100: ego_won=False  ego_hp=176  adv_hp=176
  round 81/100: ego_won=False  ego_hp=176  adv_hp=176
  round 82/100: ego_won=False  ego_hp=176  adv_hp=176
  round 83/100: ego_won=False  ego_hp=176  adv_hp=176
  round 84/100: ego_won=True  ego_hp=176  adv_hp=154
  round 85/100: ego_won=True  ego_hp=176  adv_hp=154
  round 86/100: ego_won=True  ego_hp=176  adv_hp=154
  round 87/100: ego_won=False  ego_hp=176  adv_hp=176
  round 88/100: ego_won=False  ego_hp=176  adv_hp=176
  round 89/100: ego_won=False  ego_hp=176  adv_hp=176
  round 90/100: ego_won=False  ego_hp=176  adv_hp=176
  round 91/100: ego_won=False  ego_hp=176  adv_hp=176
  round 92/100: ego_won=False  ego_hp=176  adv_hp=176
  round 93/100: ego_won=False  ego_hp=176  adv_hp=176
  round 94/100: ego_won=False  ego_hp=176  adv_hp=176
  round 95/100: ego_won=False  ego_hp=170  adv_hp=176
  round 96/100: ego_won=False  ego_hp=176  adv_hp=176
  round 97/100: ego_won=False  ego_hp=176  adv_hp=176
  round 98/100: ego_won=False  ego_hp=176  adv_hp=176
  round 99/100: ego_won=False  ego_hp=176  adv_hp=176
  round 100/100: ego_won=False  ego_hp=176  adv_hp=176
final: ego_win_rate=0.0700  (7/100)  matchup=VegaVsBalrog

Duel: ego=2timescale(Vega, head=22) vs adv=2timescale(MBison, head=11)  matchup=VegaVsMBison  rounds=100
Recording duel video to: main/videos/duel_2timescale_Vega_vs_2timescale_MBison.mp4
Generating 1 envs per character matchup:
too many threads/slices (14), reducing to 13
  round 1/100: ego_won=False  ego_hp=-1  adv_hp=94
  round 2/100: ego_won=True  ego_hp=102  adv_hp=-1
  round 3/100: ego_won=False  ego_hp=-1  adv_hp=19
  round 4/100: ego_won=False  ego_hp=-1  adv_hp=4
  round 5/100: ego_won=False  ego_hp=-1  adv_hp=47
  round 6/100: ego_won=False  ego_hp=-1  adv_hp=79
  round 7/100: ego_won=True  ego_hp=6  adv_hp=-1
  round 8/100: ego_won=False  ego_hp=-1  adv_hp=6
  round 9/100: ego_won=False  ego_hp=22  adv_hp=62
  round 10/100: ego_won=True  ego_hp=64  adv_hp=-1
  round 11/100: ego_won=False  ego_hp=-1  adv_hp=115
  round 12/100: ego_won=True  ego_hp=98  adv_hp=-1
  round 13/100: ego_won=True  ego_hp=69  adv_hp=-1
  round 14/100: ego_won=False  ego_hp=-1  adv_hp=66
  round 15/100: ego_won=False  ego_hp=-1  adv_hp=110
  round 16/100: ego_won=False  ego_hp=-1  adv_hp=36
  round 17/100: ego_won=False  ego_hp=-1  adv_hp=1
  round 18/100: ego_won=True  ego_hp=28  adv_hp=-1
  round 19/100: ego_won=True  ego_hp=0  adv_hp=-1
  round 20/100: ego_won=False  ego_hp=-1  adv_hp=24
  round 21/100: ego_won=False  ego_hp=12  adv_hp=13
  round 22/100: ego_won=False  ego_hp=-1  adv_hp=12
  round 23/100: ego_won=False  ego_hp=-1  adv_hp=81
  round 24/100: ego_won=False  ego_hp=-1  adv_hp=115
  round 25/100: ego_won=False  ego_hp=-1  adv_hp=6
  round 26/100: ego_won=False  ego_hp=-1  adv_hp=84
  round 27/100: ego_won=False  ego_hp=-1  adv_hp=120
  round 28/100: ego_won=True  ego_hp=22  adv_hp=-1
  round 29/100: ego_won=False  ego_hp=-1  adv_hp=50
  round 30/100: ego_won=True  ego_hp=106  adv_hp=-1
  round 31/100: ego_won=False  ego_hp=-1  adv_hp=22
  round 32/100: ego_won=False  ego_hp=-1  adv_hp=61
  round 33/100: ego_won=False  ego_hp=-1  adv_hp=1
  round 34/100: ego_won=False  ego_hp=-1  adv_hp=94
  round 35/100: ego_won=False  ego_hp=-1  adv_hp=50
  round 36/100: ego_won=False  ego_hp=-1  adv_hp=9
  round 37/100: ego_won=True  ego_hp=26  adv_hp=22
  round 38/100: ego_won=True  ego_hp=33  adv_hp=-1
  round 39/100: ego_won=False  ego_hp=-1  adv_hp=58
  round 40/100: ego_won=False  ego_hp=-1  adv_hp=50
  round 41/100: ego_won=False  ego_hp=-1  adv_hp=53
  round 42/100: ego_won=False  ego_hp=-1  adv_hp=52
  round 43/100: ego_won=False  ego_hp=-1  adv_hp=115
  round 44/100: ego_won=False  ego_hp=-1  adv_hp=98
  round 45/100: ego_won=True  ego_hp=61  adv_hp=10
  round 46/100: ego_won=True  ego_hp=35  adv_hp=-1
  round 47/100: ego_won=False  ego_hp=-1  adv_hp=154
  round 48/100: ego_won=True  ego_hp=6  adv_hp=-1
  round 49/100: ego_won=False  ego_hp=-1  adv_hp=24
  round 50/100: ego_won=False  ego_hp=-1  adv_hp=97
  round 51/100: ego_won=False  ego_hp=-1  adv_hp=22
  round 52/100: ego_won=False  ego_hp=-1  adv_hp=4
  round 53/100: ego_won=False  ego_hp=-1  adv_hp=154
  round 54/100: ego_won=False  ego_hp=-1  adv_hp=98
  round 55/100: ego_won=True  ego_hp=16  adv_hp=-1
  round 56/100: ego_won=False  ego_hp=-1  adv_hp=18
  round 57/100: ego_won=True  ego_hp=54  adv_hp=-1
  round 58/100: ego_won=False  ego_hp=-1  adv_hp=9
  round 59/100: ego_won=False  ego_hp=-1  adv_hp=11
  round 60/100: ego_won=False  ego_hp=-1  adv_hp=42
  round 61/100: ego_won=False  ego_hp=-1  adv_hp=75
  round 62/100: ego_won=False  ego_hp=-1  adv_hp=176
  round 63/100: ego_won=True  ego_hp=56  adv_hp=38
  round 64/100: ego_won=True  ego_hp=2  adv_hp=-1
  round 65/100: ego_won=False  ego_hp=-1  adv_hp=93
  round 66/100: ego_won=False  ego_hp=-1  adv_hp=3
  round 67/100: ego_won=False  ego_hp=-1  adv_hp=117
  round 68/100: ego_won=True  ego_hp=29  adv_hp=-1
  round 69/100: ego_won=True  ego_hp=82  adv_hp=-1
  round 70/100: ego_won=True  ego_hp=3  adv_hp=2
  round 71/100: ego_won=False  ego_hp=-1  adv_hp=99
